id,type,domain,enabled,date_added,date_modified,comment
182,0,s.shopify.com,1,1589259440,1637455423,
183,0,ssl.p.jwpcdn.com,1,1589259440,1637455423,
184,0,s.youtube.com,1,1589259441,1637455423,
185,0,s.ytimg.com,1,1589259441,1637455423,
186,0,t0.ssl.ak.dynamic.tiles.virtualearth.net,1,1589259441,1637455423,
187,0,t0.ssl.ak.tiles.virtualearth.net,1,1589259441,1637455423,
188,0,tawk.to,1,1589259441,1637455423,
189,0,t.co,1,1589259441,1637455423,
190,0,tedcdn.com,1,1589259441,1637455423,
191,0,tinyurl.com,1,1589259442,1637455423,
192,0,title.auth.xboxlive.com,1,1589259442,1637455423,
193,0,title.mgt.xboxlive.com,1,1589259442,1637455423,
194,0,traffic.libsyn.com,1,1589259442,1637455423,
195,0,twimg.com,1,1589259442,1637455423,
196,0,twitter.com,1,1589259442,1637455423,
197,0,ui.skype.com,1,1589259442,1637455423,
198,0,video-stats.l.google.com,1,1589259442,1637455423,
199,0,videos.vidible.tv,1,1589259443,1637455423,
200,0,v.shopify.com,1,1589259443,1637455423,
201,0,widget-cdn.rpxnow.com,1,1589259443,1637455423,
202,0,wikipedia.org,1,1589259443,1637455423,
203,0,win10.ipv6.microsoft.com,1,1589259443,1637455423,
204,0,wordpress.com,1,1589259443,1637455423,
205,0,wp.com,1,1589259443,1637455423,
206,0,ws.audioscrobbler.com,1,1589259443,1637455423,
207,0,www.dataplicity.com,1,1589259443,1637455423,
208,0,www.googleapis.com,1,1589259443,1637455423,
209,0,www.no-ip.com,1,1589259444,1637455423,
210,0,www.youtube-nocookie.com,1,1589259444,1637455424,
211,0,xboxexperiencesprod.experimentation.xboxlive.com,1,1589259444,1637455424,
212,0,xbox.ipv6.microsoft.com,1,1589259444,1637455424,
213,0,xflight.xboxlive.com,1,1589259444,1637455424,
214,0,xkms.xboxlive.com,1,1589259444,1637455424,
215,0,xsts.auth.xboxlive.com,1,1589259444,1637455424,
216,0,youtu.be,1,1589259444,1637455424,
217,0,youtube-nocookie.com,1,1589259445,1637455424,
218,0,yt3.ggpht.com,1,1589259445,1637455424,
219,0,es.ring.com,1,1589262448,1637455424,
220,2,(\.|^)https://web\.seesaw\.me/$,1,1589506903,1637455425,""
221,0,cws.conviva.com,1,1597169841,1637455424,"hulu + cbs"
222,0,tracker.torrentleech.org,1,1597366312,1637455424,
223,0,mobile.pipe.aria.microsoft.com,1,1597942240,1637455424,
224,0,appspot-preview.l.google.com,1,1599350418,1637455424,
225,0,continuum.dds.microsoft.com,1,1599350420,1637455424,
226,0,gfwsl.geforce.com,1,1599350423,1637455424,
227,0,livepassdl.conviva.com,1,1599350426,1637455424,
228,0,pings.conviva.com,1,1599350428,1637455424,
229,0,vidtech.cbsinteractive.com,1,1599350433,1637455424,
230,0,zee.cws.conviva.com,1,1599350435,1637455424,
231,0,connectivitycheck.android.com,1,1599955221,1637455424,
232,0,connectivitycheck.gstatic.com,1,1599955221,1637455424,
233,0,www.msftconnecttest.com,1,1599955235,1637455424,
234,2,(\.|^)xda-developers\.com$,1,1609527081,1637455425,
235,3,^(.+[_.-])?adse?rv(er?|ice)?s?[0-9]*[_.-],1,1610518741,1637455404,github.com/mmotti/pihole-regex
236,3,^(.+[_.-])?telemetry[_.-],1,1610518741,1637455404,github.com/mmotti/pihole-regex
237,3,"^ad([sxv]?[0-9]*|system)[_.-]([^.[:space:]]+\.){1,}|[_.-]ad([sxv]?[0-9]*|system)[_.-]",1,1610518741,1637455405,github.com/mmotti/pihole-regex
238,3,^adim(age|g)s?[0-9]*[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
239,3,^adtrack(er|ing)?[0-9]*[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
240,3,^advert(s|is(ing|ements?))?[0-9]*[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
241,3,^aff(iliat(es?|ion))?[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
242,3,^analytics?[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
243,3,^banners?[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
244,3,^beacons?[0-9]*[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
245,3,^count(ers?)?[0-9]*[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
246,3,^mads\.,1,1610518741,1637455405,github.com/mmotti/pihole-regex
247,3,^pixels?[-.],1,1610518741,1637455405,github.com/mmotti/pihole-regex
248,3,^stat(s|istics)?[0-9]*[_.-],1,1610518741,1637455405,github.com/mmotti/pihole-regex
249,0,www.facebook.com,1,1610569055,1637455424,"Added from Query Log"
250,0,edge-chat.facebook.com,1,1610569085,1637455424,"Added from Query Log"
251,0,static.xx.fbcdn.net,1,1610569090,1637455424,"Added from Query Log"
254,0,scontent.fcmh1-1.fna.fbcdn.net,1,1610569125,1637455424,"Added from Query Log"
259,1,sonar.fmxf1-1.fna.fbcdn.net,1,1610569334,1637455404,"Added from Query Log"
260,0,home-barista.com,1,1610570260,1637455424,
261,0,graph.facebook.com,1,1610805943,1637455424,
262,0,b-graph.facebook.com,1,1610819032,1637455424,"Added from Query Log"
263,0,touch.facebook.com,1,1610819070,1637455424,"Added from Query Log"
264,0,m.facebook.com,1,1610819143,1637455424,"Added from Query Log"
265,0,scontent.xx.fbcdn.net,1,1610819153,1637455424,"Added from Query Log"
266,0,ads-e-darwin.hulustream.com,1,1611459127,1637455424,Hulu
267,0,ads-v-darwin.hulustream.com,1,1611459219,1637455425,Hulu
268,0,www.googleadservices.com,1,1611526021,1637455425,"Ella&amp;amp;#039;s ads"
269,0,googleads.g.doubleclick.net,1,1612641891,1637455425,
270,0,beacons.gcp.gvt2.com,1,1612641982,1637455425,
271,0,beacons.gvt2.com,1,1612641989,1637455425,
272,0,beacons2.gvt2.com,1,1612642001,1637455425,
273,0,beacons3.gvt2.com,1,1612642006,1637455425,
274,0,beacons4.gvt2.com,1,1612642011,1637455425,
275,0,secure-dcr.imrworldwide.com,1,1637519032,1637519032,"Added from Query Log"
276,0,et.tidal.com,1,1638028772,1638028772,
277,0,sp-ad-cf.audio.tidal.com,1,1638029171,1638029171,
278,2,(\.|^)venstar\.skyportcloud\.com$,1,1645914039,1645914039,
279,2,(\.|^)*skyportcloud\.com$,1,1645914061,1645914061,
